Symbol,Name,Sector,Industry
ATNI,"ATN International, Inc.",Public Utilities,Telecommunications Equipment
ATOM,Atomera Incorporated,Technology,Semiconductors
ATOS,Atossa Genetics Inc.,Health Care,Major Pharmaceuticals
ATRC,"AtriCure, Inc.",Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,Health Care,Medical/Dental Instruments
ATIS,Attis Industries Inc.,Basic Industries,Miscellaneous
ATISW,Attis Industries Inc.,Basic Industries,Miscellaneous
LIFE,"aTyr Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,"Auburn National Bancorporation, Inc.",Finance,Major Banks
BOLD,"Audentes Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUPH,Aurinia Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
AUG,Auryn Resources Inc.,Basic Industries,Precious Metals
ADSK,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software
ADP,"Automatic Data Processing, Inc.",Technology,EDP Services
AN,"AutoNation, Inc.",Consumer Durables,Automotive Aftermarket
AUTO,"AutoWeb, Inc.",Technology,"Computer Software: Programming, Data Processing"
AZO,"AutoZone, Inc.",Consumer Services,Other Specialty Stores
AVLR,"Avalara, Inc.",Technology,Computer Software: Prepackaged Software
AWX,Avalon Holdings Corporation,Public Utilities,Environmental Services
AVB,"AvalonBay Communities, Inc.",Consumer Services,Real Estate Investment Trusts
AGR,"Avangrid, Inc.",Public Utilities,Electric Utilities: Central
AVNS,"Avanos Medical, Inc.",Health Care,Industrial Specialties
ATXI,"Avenue Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
AVY,Avery Dennison Corporation,Consumer Durables,Containers/Packaging
AVNW,"Aviat Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
CDMO,"Avid Bioservices, Inc.",Health Care,Major Pharmaceuticals
CDMOP,"Avid Bioservices, Inc.",Health Care,Major Pharmaceuticals
AVID,"Avid Technology, Inc.",Technology,Computer Software: Prepackaged Software
AVGR,"Avinger, Inc.",Health Care,Medical/Dental Instruments
ASM,Avino Silver,Basic Industries,Precious Metals
CAR,"Avis Budget Group, Inc.",Consumer Services,Rental/Leasing Companies
AVA,Avista Corporation,Public Utilities,Power Generation
AHPA,Avista Healthcare Public Acquisition Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AHPAU,Avista Healthcare Public Acquisition Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AHPAW,Avista Healthcare Public Acquisition Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AVT,"Avnet, Inc.",Consumer Non-Durables,Electronic Components
AVP,"Avon Products, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
AVRO,"AVROBIO, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVX,AVX Corporation,Capital Goods,Electrical Products
AWRE,"Aware, Inc.",Technology,Computer Software: Prepackaged Software
EQH,"AXA Equitable Holdings, Inc.",Finance,Specialty Insurers
AXTA,Axalta Coating Systems Ltd.,Basic Industries,Paints/Coatings
ACLS,"Axcelis Technologies, Inc.",Technology,Industrial Machinery/Components
AXGN,"AxoGen, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN,"Axon Enterprise, Inc.",Capital Goods,Ordnance And Accessories
AXSM,"Axsome Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AXTI,AXT Inc,Technology,Semiconductors
AYTU,"Aytu BioScience, Inc.",Health Care,Major Pharmaceuticals
AZRX,"AzurRx BioPharma, Inc.",Health Care,Major Pharmaceuticals
AZZ,AZZ Inc.,Consumer Durables,Building Products
BGS,"B&G Foods, Inc.",Consumer Non-Durables,Packaged Foods
RILY,"B. Riley Financial, Inc.",Miscellaneous,Business Services
RILYG,"B. Riley Financial, Inc.",Miscellaneous,Business Services
RILYH,"B. Riley Financial, Inc.",Miscellaneous,Business Services
RILYL,"B. Riley Financial, Inc.",Miscellaneous,Business Services
RILYZ,"B. Riley Financial, Inc.",Miscellaneous,Business Services
BTG,B2Gold Corp,Basic Industries,Precious Metals
BW,Babcock,Capital Goods,Building Products
BMI,"Badger Meter, Inc.",Capital Goods,Industrial Machinery/Components
BCPC,Balchem Corporation,Basic Industries,Major Chemicals
BWINA,"Baldwin & Lyons, Inc.",Finance,Property-Casualty Insurers
BWINB,"Baldwin & Lyons, Inc.",Finance,Property-Casualty Insurers
BLL,Ball Corporation,Consumer Durables,Containers/Packaging
BTN,"Ballantyne Strong, Inc",Miscellaneous,Industrial Machinery/Components
BLDP,"Ballard Power Systems, Inc.",Energy,Industrial Machinery/Components
BANC,"Banc of California, Inc.",Finance,Major Banks
BANF,BancFirst Corporation,Finance,Major Banks
BANFP,BancFirst Corporation,Finance,Major Banks
BSMX,"Banco Santander (M?xico), S.A., Instituci?n de Ban",Finance,Commercial Banks
BCTF,"Bancorp 34, Inc.",Finance,Savings Institutions
BKJ,"Bancorp of New Jersey, Inc",Finance,Major Banks
BXS,BancorpSouth Bank,Finance,Major Banks
BAND,Bandwidth Inc.,Technology,Computer Software: Prepackaged Software
BAC,Bank of America Corporation,Finance,Major Banks
BAC^W,Bank of America Corporation,Finance,Major Banks
BAC^Y,Bank of America Corporation,Finance,Major Banks
BOCH,Bank of Commerce Holdings (CA),Finance,Major Banks
BOH,Bank of Hawaii Corporation,Finance,Major Banks
BMRC,Bank of Marin Bancorp,Finance,Major Banks
BMLP,Bank Of Montreal,Finance,Commercial Banks
BMO,Bank Of Montreal,Finance,Commercial Banks
BK,Bank Of New York Mellon Corporation (The),Finance,Major Banks
BNS,Bank of Nova Scotia (The),Finance,Major Banks
BKSC,Bank of South Carolina Corp.,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",Finance,Major Banks
OZK,Bank OZK,Finance,Major Banks
BFIN,BankFinancial Corporation,Finance,Savings Institutions
BKU,"BankUnited, Inc.",Finance,Savings Institutions
BWFG,"Bankwell Financial Group, Inc.",Finance,Major Banks
BANR,Banner Corporation,Finance,Major Banks
BHB,"Bar Harbor Bankshares, Inc.",Finance,Major Banks
MPV,Barings Participation Investors,Consumer Services,Miscellaneous
BHAC,Barington/Hilco Acquisition Corp.,Finance,Business Services
BHACR,Barington/Hilco Acquisition Corp.,Finance,Business Services
BHACU,Barington/Hilco Acquisition Corp.,Finance,Business Services
BHACW,Barington/Hilco Acquisition Corp.,Finance,Business Services
BNED,"Barnes & Noble Education, Inc",Consumer Services,Other Specialty Stores
BKS,"Barnes & Noble, Inc.",Consumer Services,Other Specialty Stores
B,"Barnes Group, Inc.",Capital Goods,Metal Fabrications
BRN,"Barnwell Industries, Inc.",Energy,Oil & Gas Production
BBSI,"Barrett Business Services, Inc.",Technology,Professional Services
ABX,Barrick Gold Corporation,Basic Industries,Precious Metals
BAS,"Basic Energy Services, Inc.",Energy,Oilfield Services/Equipment
BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,Home Furnishings
BHC,Bausch Health Companies Inc.,Health Care,Major Pharmaceuticals
BAX,Baxter International Inc.,Health Care,Medical/Dental Instruments
BCML,BayCom Corp,Finance,Major Banks
BTE,Baytex Energy Corp,Energy,Oil & Gas Production
BBT,BB&T Corporation,Finance,Major Banks
BBX,BBX Capital Corporation,Finance,Real Estate
BCBP,"BCB Bancorp, Inc. (NJ)",Finance,Savings Institutions
BCE,"BCE, Inc.",Public Utilities,Telecommunications Equipment
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting
BZH,"Beazer Homes USA, Inc.",Capital Goods,Homebuilding
BDX,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments
BDXA,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments
BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings
BELFA,Bel Fuse Inc.,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,Capital Goods,Electrical Products
BDC,Belden Inc,Basic Industries,Telecommunications Equipment
BXE,Bellatrix Exploration Ltd,Energy,Oil & Gas Production
BLPH,"Bellerophon Therapeutics, Inc.",Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
BMS,"Bemis Company, Inc.",Consumer Durables,Containers/Packaging
BHE,"Benchmark Electronics, Inc.",Technology,Electrical Products
BNCL,"Beneficial Bancorp, Inc.",Finance,Savings Institutions
BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software
BHLB,"Berkshire Hills Bancorp, Inc.",Finance,Banks
BERY,"Berry Global Group, Inc.",Consumer Non-Durables,Plastic Products
BBY,"Best Buy Co., Inc.",Consumer Services,Consumer Electronics/Video Chains
BYSI,"BeyondSpring, Inc.",Health Care,Major Pharmaceuticals
BGSF,BG Staffing Inc,Technology,Professional Services
BGCA,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service
BGCP,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores
BIG,"Big Lots, Inc.",Consumer Services,Department/Specialty Retail Stores
BRPA,Big Rock Partners Acquisition Corp.,Finance,Business Services
BRPAR,Big Rock Partners Acquisition Corp.,Finance,Business Services
BRPAU,Big Rock Partners Acquisition Corp.,Finance,Business Services
BRPAW,Big Rock Partners Acquisition Corp.,Finance,Business Services
BH,Biglari Holdings Inc.,Consumer Services,Restaurants
BASI,"Bioanalytical Systems, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
BIOC,"Biocept, Inc.",Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Health Care,Major Pharmaceuticals
BHTG,"BioHiTech Global, Inc.",Consumer Services,Other Consumer Services
BKYI,"BIO-key International, Inc.",Technology,Computer Communications Equipment
BIOL,"Biolase, Inc.",Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",Health Care,Medical/Dental Instruments
BPTH,"Bio-Path Holdings, Inc.",Health Care,Major Pharmaceuticals
BPMX,BioPharmX Corporation,Health Care,Major Pharmaceuticals
BIO,"Bio-Rad Laboratories, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
BIOS,"BioScrip, Inc.",Health Care,Medical/Nursing Services
BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",Health Care,Medical Specialities
BTX,"BioTime, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BTAI,"BioXcel Therapeutics, Inc.",Health Care,Major Pharmaceuticals
BGI,Birks Group Inc.,Consumer Services,Consumer Specialties
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants
BKTI,"BK Technologies, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
BBOX,Black Box Corporation,Technology,Computer Communications Equipment
BKH,Black Hills Corporation,Public Utilities,Electric Utilities: Central
BKHU,Black Hills Corporation,Public Utilities,Electric Utilities: Central
BRAC,Black Ridge Acquisition Corp.,Finance,Business Services
BRACR,Black Ridge Acquisition Corp.,Finance,Business Services
BRACU,Black Ridge Acquisition Corp.,Finance,Business Services
BRACW,Black Ridge Acquisition Corp.,Finance,Business Services
BSM,"Black Stone Minerals, L.P.",Energy,Oil & Gas Production
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software
BB,BlackBerry Limited,Technology,Computer Software: Prepackaged Software
BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software
BLK,"BlackRock, Inc.",Finance,Investment Bankers/Brokers/Service
BLNK,Blink Charging Co.,Consumer Durables,Electrical Products
BLNKW,Blink Charging Co.,Consumer Durables,Electrical Products
BDR,"Blonder Tongue Laboratories, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants
BCOR,"Blucora, Inc.",Finance,Finance: Consumer Services
APRN,"Blue Apron Holdings, Inc.",Consumer Services,Catalog/Specialty Distribution
BLBD,Blue Bird Corporation,Capital Goods,Construction/Ag Equipment/Trucks
BHBK,"Blue Hills Bancorp, Inc.",Finance,Major Banks
BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BXG,Bluegreen Vacations Corporation,Finance,Real Estate
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution
BXC,BlueLinx Holdings Inc.,Capital Goods,Wholesale Distributors
BPMC,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials
BA,Boeing Company (The),Capital Goods,Aerospace
BOFI,"BofI Holding, Inc.",Finance,Savings Institutions
BOFIL,"BofI Holding, Inc.",Finance,Savings Institutions
WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment
BCC,"Boise Cascade, L.L.C.",Consumer Services,RETAIL: Building Materials
BOJA,"Bojangles&#39;, Inc.",Consumer Services,Restaurants
BOKF,BOK Financial Corporation,Finance,Major Banks
BOKFL,BOK Financial Corporation,Finance,Major Banks
BCEI,"Bonanza Creek Energy, Inc.",Energy,Oil & Gas Production
BKNG,Booking Holdings Inc.,Miscellaneous,Business Services
BOOT,"Boot Barn Holdings, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services
BWA,BorgWarner Inc.,Capital Goods,Auto Parts:O.E.M.
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,Beverages (Production/Distribution)
BOMN,Boston Omaha Corporation,Finance,Real Estate
BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks
BPFHW,"Boston Private Financial Holdings, Inc.",Finance,Major Banks
BXP,"Boston Properties, Inc.",Consumer Services,Real Estate Investment Trusts
BSX,Boston Scientific Corporation,Health Care,Medical/Dental Instruments
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software
BVX,Bovie Medical Corporation,Health Care,Medical/Dental Instruments
BOX,"Box, Inc.",Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation,Miscellaneous,Industrial Machinery/Components
BYD,Boyd Gaming Corporation,Consumer Services,Hotels/Resorts
BPMP,BP Midstream Partners LP,Energy,Natural Gas Distribution
BPT,BP Prudhoe Bay Royalty Trust,Energy,Integrated oil Companies
BRC,Brady Corporation,Consumer Durables,Miscellaneous manufacturing industries
BHR,Braemar Hotels & Resorts Inc.,Consumer Services,Real Estate Investment Trusts
BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDN,Brandywine Realty Trust,Consumer Services,Real Estate Investment Trusts
BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks
BLIN          ,"Bridgeline Digital, Inc.",Technology,Computer Software: Prepackaged Software
BPI,"Bridgepoint Education, Inc.",Consumer Services,Other Consumer Services
BWB,"Bridgewater Bancshares, Inc.",Finance,Major Banks
BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods
BGG,Briggs & Stratton Corporation,Energy,Industrial Machinery/Components
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,Other Consumer Services
BCOV,Brightcove Inc.,Technology,EDP Services
BHF,"Brighthouse Financial, Inc.",Finance,Life Insurance
EAT,"Brinker International, Inc.",Consumer Services,Restaurants
BCO,Brink&#39;s Company (The),Transportation,Oil Refining/Marketing
BMY,Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals
BRS,Bristow Group Inc,Transportation,Transportation Services
AVGO,Broadcom Inc.,Technology,Semiconductors
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,Business Services
BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",Capital Goods,Metal Fabrications
BKD,Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management
BAM,Brookfield Asset Management Inc,Consumer Services,Building operators
BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components
BRO,"Brown & Brown, Inc.",Finance,Specialty Insurers
BRT,BRT Apartments Corp.,Consumer Services,Real Estate Investment Trusts
BRKR,Bruker Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BC,Brunswick Corporation,Energy,Industrial Machinery/Components
BMTC,Bryn Mawr Bank Corporation,Finance,Major Banks
BLMT,"BSB Bancorp, Inc.",Finance,Major Banks
BSQR,BSQUARE Corporation,Miscellaneous,Business Services
BPL,Buckeye Partners L.P.,Energy,Natural Gas Distribution
